Name,Price,UPC,Link
"Haddar Strawberry Fruit Snack Bar, 0.5 oz, 10 count
Open Product Description",$5.69,00077028102054,https://www.shoprite.com/sm/planning/rsid/218/product/haddar-strawberry-fruit-snack-bar-05-oz-10-count-id-00077028102054
"Kitov Lite Natural Microwave Popcorn, 3.2 oz, 6 count
Open Product Description",$5.59,00076784008105,https://www.shoprite.com/sm/planning/rsid/218/product/kitov-lite-natural-microwave-popcorn-32-oz-6-count-id-00076784008105
"Pure Bites Original Multigrain Pop Cakes, 2.64 oz
Open Product Description",$5.59,00855654004047,https://www.shoprite.com/sm/planning/rsid/218/product/pure-bites-original-multigrain-pop-cakes-264-oz-id-00855654004047
"Joyva Chocolate Covered Marshmallow Joys, 1.3 oz
Open Product Description",$1.49,00041795000141,https://www.shoprite.com/sm/planning/rsid/218/product/joyva-chocolate-covered-marshmallow-joys-13-oz-id-00041795000141
"Paskesz Starlight Mints Hard Candy, 4 oz
Open Product Description",$1.49,00025675123359,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-starlight-mints-hard-candy-4-oz-id-00025675123359
"Lieber's Consomme Vegetable Instant Soup & Seasoning Mix, 14 oz
Open Product Description",$5.49,00043427195218,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-consomme-vegetable-instant-soup-&-seasoning-mix-14-oz-id-00043427195218
"Pereg Superfood Red Quinoa, 16 oz
Open Product Description",$5.99,00813568002405,https://www.shoprite.com/sm/planning/rsid/218/product/pereg-superfood-red-quinoa-16-oz-id-00813568002405
"Tuscanini Solid Light Yellowfin Tuna in Water, 5.6 oz
Open Product Description",$5.49,00710069304260,https://www.shoprite.com/sm/planning/rsid/218/product/tuscanini-solid-light-yellowfin-tuna-in-water-56-oz-id-00710069304260
"Lieber's Abc Chocolate Chip Squares, 1 oz
Open Product Description",$0.49,00043427130134,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-abc-chocolate-chip-squares-1-oz-id-00043427130134
"Lieber's Mini Wow's Mini Chocolate Chip Cookies Bite Size, 1 oz
Open Product Description",$0.59,00043427000864,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-mini-wows-mini-chocolate-chip-cookies-bite-size-1-oz-id-00043427000864
"Lieber's Onion Rings, 0.75 oz
Open Product Description",$0.55,00043427181488,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-onion-rings-075-oz-id-00043427181488
"Schwartz Caramel Kettle Popcorn, 0.5 oz
Open Product Description",$0.49,00748935020068,https://www.shoprite.com/sm/planning/rsid/218/product/schwartz-caramel-kettle-popcorn-05-oz-id-00748935020068
"Shraga Yahrzeit Memorial Candle, 2.4 oz
Open Product Description",$1.19,00044164000858,https://www.shoprite.com/sm/planning/rsid/218/product/shraga-yahrzeit-memorial-candle-24-oz-id-00044164000858
"Gefen Pickles - Kosher Dill Gherkins, 32 oz
Open Product Description",$5.29,00710069032200,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-pickles-kosher-dill-gherkins-32-oz-id-00710069032200
"Galil Stuffed Grape Leaves, 70.54 oz
Open Product Description",$11.99,00794711002032,https://www.shoprite.com/sm/planning/rsid/218/product/galil-stuffed-grape-leaves-7054-oz-id-00794711002032
"Achva 50% Sesame Sugarless Halva, 10.6 oz
Open Product Description",$5.09,00857531000081,https://www.shoprite.com/sm/planning/rsid/218/product/achva-50-sesame-sugarless-halva-106-oz-id-00857531000081
"Gefen Squeeze Me! Unsweetened Apple Sauce, 4 count, 3.17 oz
Open Product Description",$4.99,00710069308121,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-squeeze-me-unsweetened-apple-sauce-4-count-317-oz-id-00710069308121
"Gefen Tuna - Chunk Light In Water, 7 oz
Open Product Description",$4.99,00710069222328,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-tuna-chunk-light-in-water-7-oz-id-00710069222328
"Gefen No Salt Added Pasta Sauce, 26 oz
Open Product Description",$4.79,00710069175051,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-no-salt-added-pasta-sauce-26-oz-id-00710069175051
"Noam Gourmet Gefilte Fish In Jelled Broth, 24 oz
Open Product Description",$11.39,00081118011171,https://www.shoprite.com/sm/planning/rsid/218/product/noam-gourmet-gefilte-fish-in-jelled-broth-24-oz-id-00081118011171
"Lieber's Extra Virgin Olive Oil, 34 fl oz
Open Product Description",$24.49,00043427201179,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-extra-virgin-olive-oil-34-fl-oz-id-00043427201179
"Lieber's Pure Vanilla Flavor, 2 fl oz
Open Product Description",$10.99,00043427160278,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-pure-vanilla-flavor-2-fl-oz-id-00043427160278
"Paskesz Pez Assorted Fruit Candy, 10 count, 2.9 oz
Open Product Description",$4.29,00025675122840,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-pez-assorted-fruit-candy-10-count-29-oz-id-00025675122840
"Paskesz Pez Paw Patrol Assorted Fruit Candy & Dispenser, .29 oz, 3 count
Open Product Description",$4.29,00025675123038,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-pez-paw-patrol-assorted-fruit-candy-&-dispenser-29-oz-3-count-id-00025675123038
"Galil Pickled in Brine Pepperoncini, 18 oz
Open Product Description",$4.09,00794711002070,https://www.shoprite.com/sm/planning/rsid/218/product/galil-pickled-in-brine-pepperoncini-18-oz-id-00794711002070
"Gefen Sliced Green Olives, 19 oz
Open Product Description",$4.49,00710069308411,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-sliced-green-olives-19-oz-id-00710069308411
"Gefen Vanilla Sugar, 12 oz
Open Product Description",$3.99,00710069125704,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-vanilla-sugar-12-oz-id-00710069125704
"Tuscanini Forest Fruit Italian Fruit Spread, 11.64 oz
Open Product Description",$3.99,00710069312746,https://www.shoprite.com/sm/planning/rsid/218/product/tuscanini-forest-fruit-italian-fruit-spread-1164-oz-id-00710069312746
"Gefen Gluten Free Chow Mein Wide Noodles, 7.7 oz
Open Product Description",$4.99,00710069155688,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-gluten-free-chow-mein-wide-noodles-77-oz-id-00710069155688
"Gefen No Sugar Added Classic Marinara Pasta Sauce, 24 oz
Open Product Description",$3.79,00710069705074,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-no-sugar-added-classic-marinara-pasta-sauce-24-oz-id-00710069705074
"Genève Splendor Swiss Milk Chocolate, 3.5 oz
Open Product Description",$3.79,00710069661004,https://www.shoprite.com/sm/planning/rsid/218/product/genve-splendor-swiss-milk-chocolate-35-oz-id-00710069661004
"Rokeach Old Vienna Gefilte Fish, 100 oz
Open Product Description",$23.99,00070420007712,https://www.shoprite.com/sm/planning/rsid/218/product/rokeach-old-vienna-gefilte-fish-100-oz-id-00070420007712
"Glicks Everyday Hot! Sauce, 5 fl oz
Open Product Description",$4.19,00840762022380,https://www.shoprite.com/sm/planning/rsid/218/product/glicks-everyday-hot-sauce-5-fl-oz-id-00840762022380
"Gefen Garlic Grinder Spice, 3.88 oz
Open Product Description",$10.49,00710069053526,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-garlic-grinder-spice-388-oz-id-00710069053526
"Galil No. 25 Honey & Lemon Premium Herbal Teabags, 20 count, 1.23 oz
Open Product Description",$3.59,00794711004241,https://www.shoprite.com/sm/planning/rsid/218/product/galil-no-25-honey-&-lemon-premium-herbal-teabags-20-count-123-oz-id-00794711004241
"Gefen Plain Original Bread Crumbs, 15 oz
Open Product Description",$3.79,00710069018600,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-plain-original-bread-crumbs-15-oz-id-00710069018600
"Paskesz Wild Strawberry Fruit Snacks, 5 oz
Open Product Description",$3.49,00025675122253,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-wild-strawberry-fruit-snacks-5-oz-id-00025675122253
"Haddar Honey Wheat Braided Pretzels, 24 oz
Open Product Description",$9.69,00077028105888,https://www.shoprite.com/sm/planning/rsid/218/product/haddar-honey-wheat-braided-pretzels-24-oz-id-00077028105888
"Galil Mixed Nuts Turkish Delight, 3.5 oz
Open Product Description",$3.39,00794711001295,https://www.shoprite.com/sm/planning/rsid/218/product/galil-mixed-nuts-turkish-delight-35-oz-id-00794711001295
"Manischewitz Candy - Dark Chocolate Coins, 1 each
Open Product Description",$9.59,00072700200400,https://www.shoprite.com/sm/planning/rsid/218/product/manischewitz-candy-dark-chocolate-coins-1-each-id-00072700200400
"Aufschnitt Beef and Chicken Jerky Sticks - Spicy, 1.5 oz
Open Product Description",$3.29,00860713000151,https://www.shoprite.com/sm/planning/rsid/218/product/aufschnitt-beef-and-chicken-jerky-sticks-spicy-15-oz-id-00860713000151
"Gefen Unpeeled Apricot Halves, 15.25 oz
Open Product Description",$3.29,00710069023949,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-unpeeled-apricot-halves-1525-oz-id-00710069023949
"Wissotzky Tea Lemon with Nana Mint Herbal Tea Bags, 20 count, 1.55 oz
Open Product Description",$3.29,00603741000683,https://www.shoprite.com/sm/planning/rsid/218/product/wissotzky-tea-lemon-with-nana-mint-herbal-tea-bags-20-count-155-oz-id-00603741000683
"Wissotzky Tea Magic Garden Chamomile Herbal Tea Bags, 20 count, 1.06 oz
Open Product Description",$3.29,00603741000096,https://www.shoprite.com/sm/planning/rsid/218/product/wissotzky-tea-magic-garden-chamomile-herbal-tea-bags-20-count-106-oz-id-00603741000096
"Kedem Gourmet Red Cooking Wine, 12.7 fl oz
Open Product Description",$3.09,00073490124426,https://www.shoprite.com/sm/planning/rsid/218/product/kedem-gourmet-red-cooking-wine-127-fl-oz-id-00073490124426
"Galil Hearts of Palm, 14 oz
Open Product Description",$4.09,00794711000397,https://www.shoprite.com/sm/planning/rsid/218/product/galil-hearts-of-palm-14-oz-id-00794711000397
"Lipton Recipe Secrets Onion Recipe Soup & Dip Mix, 2 count, 1.9 oz
Open Product Description",$2.99,00041000005190,https://www.shoprite.com/sm/planning/rsid/218/product/lipton-recipe-secrets-onion-recipe-soup-&-dip-mix-2-count-19-oz-id-00041000005190
"Manischewitz Condensed Chicken Broth, 12 oz
Open Product Description",$2.99,00072700102803,https://www.shoprite.com/sm/planning/rsid/218/product/manischewitz-condensed-chicken-broth-12-oz-id-00072700102803
"Streit's Gluten Free Matzo Ball & Soup Mix, 4.5 oz
Open Product Description",$2.99,00070227500676,https://www.shoprite.com/sm/planning/rsid/218/product/streits-gluten-free-matzo-ball-&-soup-mix-45-oz-id-00070227500676
"Wissotzky Tea Green Tea Bags with Jasmine, 20 count, 1.06 oz
Open Product Description",$3.29,00603741000454,https://www.shoprite.com/sm/planning/rsid/218/product/wissotzky-tea-green-tea-bags-with-jasmine-20-count-106-oz-id-00603741000454
"Gefen Premium Cane Sugar, 4 lb
Open Product Description",$8.99,00710069401716,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-premium-cane-sugar-4-lb-id-00710069401716
"Lieber's Cranberry Juice, 64 oz
Open Product Description",$8.99,00043427022293,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-cranberry-juice-64-oz-id-00043427022293
"Osem Original Israeli (Pearl) Couscous, 1.32 lbs
Open Product Description",$8.99,00077544276062,https://www.shoprite.com/sm/planning/rsid/218/product/osem-original-israeli-pearl-couscous-132-lbs-id-00077544276062
"Manischewitz Fine Egg Noddles, 12 oz
Open Product Description",$2.79,00072700104036,https://www.shoprite.com/sm/planning/rsid/218/product/manischewitz-fine-egg-noddles-12-oz-id-00072700104036
"Manischewitz Vegetable with Mushrooms Soup Mix, 6 oz
Open Product Description",$2.79,00072700102001,https://www.shoprite.com/sm/planning/rsid/218/product/manischewitz-vegetable-with-mushrooms-soup-mix-6-oz-id-00072700102001
"Manischewitz Yolk Free Extra Wide Noodle Style Pasta, 12 oz
Open Product Description",$2.79,00072700007351,https://www.shoprite.com/sm/planning/rsid/218/product/manischewitz-yolk-free-extra-wide-noodle-style-pasta-12-oz-id-00072700007351
"Gefen Chicken Light Tuna in Oil, 6 oz
Open Product Description",$2.69,00710069012219,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-chicken-light-tuna-in-oil-6-oz-id-00710069012219
"Gefen Garbanzo Beans, 16 oz
Open Product Description",$2.69,00710069035201,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-garbanzo-beans-16-oz-id-00710069035201
"Tuscanini Tomato Sauce, 17.6 oz
Open Product Description",$2.69,00710069312104,https://www.shoprite.com/sm/planning/rsid/218/product/tuscanini-tomato-sauce-176-oz-id-00710069312104
"Galil Plum Preserve, 13 oz
Open Product Description",$4.29,00794711002926,https://www.shoprite.com/sm/planning/rsid/218/product/galil-plum-preserve-13-oz-id-00794711002926
"Galil Large Pickled Cucumbers in Brine, 23 fl oz
Open Product Description",$3.09,00794711001448,https://www.shoprite.com/sm/planning/rsid/218/product/galil-large-pickled-cucumbers-in-brine-23-fl-oz-id-00794711001448
"Gefen Cholent Mix, 16 oz
Open Product Description",$2.49,00710069035003,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-cholent-mix-16-oz-id-00710069035003
"Gefen Onion Garlic Savory Flavor Croutons, 5.2 oz
Open Product Description",$2.79,00710069806511,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-onion-garlic-savory-flavor-croutons-52-oz-id-00710069806511
"Gefen Red Kidney Beans, 16 oz
Open Product Description",$2.49,00710069035409,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-red-kidney-beans-16-oz-id-00710069035409
"Gefen Sliced Carrots, 14.5 oz
Open Product Description",$2.49,00710069122802,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-sliced-carrots-145-oz-id-00710069122802
"Glicks Everyday Cultivated Cut Hearts of Palm, 14.1 oz
Open Product Description",$2.69,00840762011612,https://www.shoprite.com/sm/planning/rsid/218/product/glicks-everyday-cultivated-cut-hearts-of-palm-141-oz-id-00840762011612
"Man Chocolate Flavoured Wafers, .88 oz, 7 count
Open Product Description",$2.49,00023872001180,https://www.shoprite.com/sm/planning/rsid/218/product/man-chocolate-flavoured-wafers-88-oz-7-count-id-00023872001180
"Manischewitz Seasonal Item for Chanukah Baking Dough, 11.5 oz
Open Product Description",$5.49,00072700105033,https://www.shoprite.com/sm/planning/rsid/218/product/manischewitz-seasonal-item-for-chanukah-baking-dough-115-oz-id-00072700105033
"O'goody's Candy Corn, 3 oz
Open Product Description",$2.49,00032797001755,https://www.shoprite.com/sm/planning/rsid/218/product/ogoodys-candy-corn-3-oz-id-00032797001755
"Paskesz Original Ultra-Thin Rice Cake Squares, 4.9 oz
Open Product Description",$2.49,00025675015050,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-original-ultrathin-rice-cake-squares-49-oz-id-00025675015050
"Zeta Lemon Flavored Cooking & Seasoning Oil, 8.45 fl oz
Open Product Description",$9.29,00603741001178,https://www.shoprite.com/sm/planning/rsid/218/product/zeta-lemon-flavored-cooking-&-seasoning-oil-845-fl-oz-id-00603741001178
"Paskesz Milk Munch Minis, 8.8 oz
Open Product Description",$8.19,00025675125889,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-milk-munch-minis-88-oz-id-00025675125889
"Bartenura Balsamic Vinegar of Modena, 16.9 fl. oz
Open Product Description",$7.99,00073490125126,https://www.shoprite.com/sm/planning/rsid/218/product/bartenura-balsamic-vinegar-of-modena-169-fl-oz-id-00073490125126
"Gefen Mayo - Lite, 32 fl oz
Open Product Description",$7.99,00710069017405,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-mayo-lite-32-fl-oz-id-00710069017405
"Jason Plain Bread Crumbs, 24 oz
Open Product Description",$7.99,00041198017012,https://www.shoprite.com/sm/planning/rsid/218/product/jason-plain-bread-crumbs-24-oz-id-00041198017012
"Joyva Sesame Tahini, 15 oz
Open Product Description",$7.49,00041795000981,https://www.shoprite.com/sm/planning/rsid/218/product/joyva-sesame-tahini-15-oz-id-00041795000981
"Glicks Vegetarian Beans, 16 oz
Open Product Description",$2.19,00840762012268,https://www.shoprite.com/sm/planning/rsid/218/product/glicks-vegetarian-beans-16-oz-id-00840762012268
"Unger's Corn Vacuum Pack, 12 oz
Open Product Description",$2.19,00023005001346,https://www.shoprite.com/sm/planning/rsid/218/product/ungers-corn-vacuum-pack-12-oz-id-00023005001346
"Gefen 100% Pure Cold Pressed Extra Virgin Olive Oil, 1 liter
Open Product Description",$19.49,00710069107304,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-100-pure-cold-pressed-extra-virgin-olive-oil-1-liter-id-00710069107304
"Glicks Everyday Tomato Sauce, 15 oz
Open Product Description",$1.99,00840762013210,https://www.shoprite.com/sm/planning/rsid/218/product/glicks-everyday-tomato-sauce-15-oz-id-00840762013210
"Lieber's Multi Grain Thin Rice Cakes, 18 count, 3.1 oz
Open Product Description",$1.99,00043427000123,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-multi-grain-thin-rice-cakes-18-count-31-oz-id-00043427000123
"Mikee Original Teriyaki Sauce, 15.5 oz
Open Product Description",$7.69,00093133324181,https://www.shoprite.com/sm/planning/rsid/218/product/mikee-original-teriyaki-sauce-155-oz-id-00093133324181
"Jason Gluten Free Pretzel Crumbs, 10 oz
Open Product Description",$7.59,00041198031018,https://www.shoprite.com/sm/planning/rsid/218/product/jason-gluten-free-pretzel-crumbs-10-oz-id-00041198031018
"Aufschnitt Beef Jerky Strips - Original, 2 oz
Open Product Description",$7.49,00860713000106,https://www.shoprite.com/sm/planning/rsid/218/product/aufschnitt-beef-jerky-strips-original-2-oz-id-00860713000106
"Aufschnitt Beef Jerky Strips - Spicy, 2 oz
Open Product Description",$7.49,00860713000113,https://www.shoprite.com/sm/planning/rsid/218/product/aufschnitt-beef-jerky-strips-spicy-2-oz-id-00860713000113
"Elite Must Spearmint Flavored Sugar Free Chewing Gum, 1 oz
Open Product Description",$1.79,00815871010122,https://www.shoprite.com/sm/planning/rsid/218/product/elite-must-spearmint-flavored-sugar-free-chewing-gum-1-oz-id-00815871010122
"Lieber's Broken Segments Mandarin Oranges in Light Syrup, 11 oz
Open Product Description",$1.79,00043427202121,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-broken-segments-mandarin-oranges-in-light-syrup-11-oz-id-00043427202121
"Shwartz Pearled Barley, 16 oz
Open Product Description",$1.79,00748935026220,https://www.shoprite.com/sm/planning/rsid/218/product/shwartz-pearled-barley-16-oz-id-00748935026220
"Bloom's Kosher Products BBQ Flavored Corn Chips, 1 oz
Open Product Description",$0.59,00032797005784,https://www.shoprite.com/sm/planning/rsid/218/product/blooms-kosher-products-bbq-flavored-corn-chips-1-oz-id-00032797005784
"Gefen Mandarin Oranges - Broken, 11 oz
Open Product Description",$2.19,00710069105003,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-mandarin-oranges-broken-11-oz-id-00710069105003
"Gefen Sea Salt Popped Corn Chips, 1 oz
Open Product Description",$1.09,00710069004504,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-sea-salt-popped-corn-chips-1-oz-id-00710069004504
"Gefen Table Salt, 26 oz
Open Product Description",$1.49,00710069128101,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-table-salt-26-oz-id-00710069128101
"Golden Fluff Barbecue Flavor Popcorn, 3/4 oz
Open Product Description",$0.65,00030047300023,https://www.shoprite.com/sm/planning/rsid/218/product/golden-fluff-barbecue-flavor-popcorn-34-oz-id-00030047300023
"Golden Fluff Barbeque Flavored Tortilla Chips, 1 oz
Open Product Description",$0.79,00030047112244,https://www.shoprite.com/sm/planning/rsid/218/product/golden-fluff-barbeque-flavored-tortilla-chips-1-oz-id-00030047112244
"Golden Fluff Classic Potato Stix, 7/8 oz
Open Product Description",$0.75,00030047532011,https://www.shoprite.com/sm/planning/rsid/218/product/golden-fluff-classic-potato-stix-78-oz-id-00030047532011
"Golden Fluff Ketchup Flavor Potato Stix, 7/8 oz
Open Product Description",$0.75,00030047536019,https://www.shoprite.com/sm/planning/rsid/218/product/golden-fluff-ketchup-flavor-potato-stix-78-oz-id-00030047536019
"Golden Fluff Original Kettle Corn, 3/4 oz
Open Product Description",$0.79,00030047301013,https://www.shoprite.com/sm/planning/rsid/218/product/golden-fluff-original-kettle-corn-34-oz-id-00030047301013
"Holy Land Candles Israeli Candles - Strictly Kosher, 12 each
Open Product Description",$1.49,00073490126123,https://www.shoprite.com/sm/planning/rsid/218/product/holy-land-candles-israeli-candles-strictly-kosher-12-each-id-00073490126123
"Joray Fruit Punch Fruit Roll, .75 oz
Open Product Description",$0.89,00051063800076,https://www.shoprite.com/sm/planning/rsid/218/product/joray-fruit-punch-fruit-roll-75-oz-id-00051063800076
"Joray Sour Apple Fruit Roll, 75 oz
Open Product Description",$0.89,00051063800069,https://www.shoprite.com/sm/planning/rsid/218/product/joray-sour-apple-fruit-roll-75-oz-id-00051063800069
"Kedem 100% Grape Juice, 8 fl oz
Open Product Description",$1.49,00073490132865,https://www.shoprite.com/sm/planning/rsid/218/product/kedem-100-grape-juice-8-fl-oz-id-00073490132865
"Kedem Chocolate Tea Biscuits, 4.2 oz
Open Product Description",$0.99,00073490123849,https://www.shoprite.com/sm/planning/rsid/218/product/kedem-chocolate-tea-biscuits-42-oz-id-00073490123849
"Kitov Flavored Onion Rings, 3/4 oz
Open Product Description",$0.89,00076784004121,https://www.shoprite.com/sm/planning/rsid/218/product/kitov-flavored-onion-rings-34-oz-id-00076784004121
"Lieber's Chocolate Flavored Unfilled Twist Rolls, 2.6 oz
Open Product Description",$1.49,00043427400626,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-chocolate-flavored-unfilled-twist-rolls-26-oz-id-00043427400626
"Lieber's Sandwich Minios Cookies, 2 oz
Open Product Description",$0.99,00043427001021,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-sandwich-minios-cookies-2-oz-id-00043427001021
"Paskesz Apple Sour Candy Sticks, 1.75 oz
Open Product Description",$1.49,00025675301207,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-apple-sour-candy-sticks-175-oz-id-00025675301207
"Paskesz Giant Shockpops, 4 oz
Open Product Description",$1.49,00025675121461,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-giant-shockpops-4-oz-id-00025675121461
"Paskesz Grill Noshkes, 1.05 oz
Open Product Description",$0.79,00025675051355,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-grill-noshkes-105-oz-id-00025675051355
"Paskesz Sour Stick Cola Candy, 1.75 oz
Open Product Description",$1.49,00025675301184,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-sour-stick-cola-candy-175-oz-id-00025675301184
"Lieber's Honey Grahams Biscuits, 14.4 oz
Open Product Description",$7.29,00043427130417,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-honey-grahams-biscuits-144-oz-id-00043427130417
"Tuscanini Extra Light Tasting Olive Oil, 33.8 fl oz
Open Product Description",$18.49,00710069304000,https://www.shoprite.com/sm/planning/rsid/218/product/tuscanini-extra-light-tasting-olive-oil-338-fl-oz-id-00710069304000
"Gefen Prune Juice, 32 fl oz
Open Product Description",$6.99,00710069127401,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-prune-juice-32-fl-oz-id-00710069127401
"Gefen Paprika, 8 oz
Open Product Description",$6.79,00710069005921,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-paprika-8-oz-id-00710069005921
"Bloom's Bloom-Eos The Original Sandwich Cookie, 20 oz
Open Product Description",$6.49,00032797004619,https://www.shoprite.com/sm/planning/rsid/218/product/blooms-bloomeos-the-original-sandwich-cookie-20-oz-id-00032797004619
"Gefen Hearts Of Palm, 14.5 oz
Open Product Description",$6.49,00710069013322,https://www.shoprite.com/sm/planning/rsid/218/product/gefen-hearts-of-palm-145-oz-id-00710069013322
"Lieber's Colored Pearls, 11.5 oz
Open Product Description",$6.99,00043427225762,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-colored-pearls-115-oz-id-00043427225762
"Lieber's Mr. Chip Chunky Chocolate Chunk Cookies, 13 oz
Open Product Description",$6.49,00043427221313,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-mr-chip-chunky-chocolate-chunk-cookies-13-oz-id-00043427221313
"Pure Bites Chocolate Drizzle Multigrain Pop Cakes, 3.2 oz
Open Product Description",$6.59,00855654004696,https://www.shoprite.com/sm/planning/rsid/218/product/pure-bites-chocolate-drizzle-multigrain-pop-cakes-32-oz-id-00855654004696
"Tuscanini Solid Light Yellowfin Tuna in Olive Oil, 5.6 oz
Open Product Description",$6.49,00710069304208,https://www.shoprite.com/sm/planning/rsid/218/product/tuscanini-solid-light-yellowfin-tuna-in-olive-oil-56-oz-id-00710069304208
"Kedem Light Grape Juice Beverage, 64 fl oz
Open Product Description",$6.29,00073490130656,https://www.shoprite.com/sm/planning/rsid/218/product/kedem-light-grape-juice-beverage-64-fl-oz-id-00073490130656
"Achva Halva - Pistachio, 16 oz
Open Product Description",$6.09,00857531000074,https://www.shoprite.com/sm/planning/rsid/218/product/achva-halva-pistachio-16-oz-id-00857531000074
"Kedem White Grape Juice, 64 fl oz
Open Product Description",$6.29,00073490128288,https://www.shoprite.com/sm/planning/rsid/218/product/kedem-white-grape-juice-64-fl-oz-id-00073490128288
"Pereg Ground Cumin, 4.25 oz
Open Product Description",$5.99,00813568000500,https://www.shoprite.com/sm/planning/rsid/218/product/pereg-ground-cumin-425-oz-id-00813568000500
"Pereg Mixed Spices For Jersalem, 4 oz
Open Product Description",$5.99,00813568000043,https://www.shoprite.com/sm/planning/rsid/218/product/pereg-mixed-spices-for-jersalem-4-oz-id-00813568000043
"Pereg Spices Paprika Hot, 4.25 oz
Open Product Description",$5.99,00813568000425,https://www.shoprite.com/sm/planning/rsid/218/product/pereg-spices-paprika-hot-425-oz-id-00813568000425
"Pereg Spices Sumac, 4.25 oz
Open Product Description",$5.99,00813568001330,https://www.shoprite.com/sm/planning/rsid/218/product/pereg-spices-sumac-425-oz-id-00813568001330
"Kedem Kids Telma Crunchee! Original Cereal Bars, 0.9 oz, 6 count
Open Product Description",$5.79,00073490132834,https://www.shoprite.com/sm/planning/rsid/218/product/kedem-kids-telma-crunchee-original-cereal-bars-09-oz-6-count-id-00073490132834
"Paskesz Trios Premium Original Chocolate Sandwich Cookies, 14.3 oz
Open Product Description",$5.79,00025675010130,https://www.shoprite.com/sm/planning/rsid/218/product/paskesz-trios-premium-original-chocolate-sandwich-cookies-143-oz-id-00025675010130
"Kitov Lite Butter Flavor Microwave Popcorn, 3.2 oz, 6 count
Open Product Description",$5.59,00076784008150,https://www.shoprite.com/sm/planning/rsid/218/product/kitov-lite-butter-flavor-microwave-popcorn-32-oz-6-count-id-00076784008150
"Bosco Sugar Free Chocolate Flavored Syrup, 18 oz
Open Product Description",$5.49,00017252500189,https://www.shoprite.com/sm/planning/rsid/218/product/bosco-sugar-free-chocolate-flavored-syrup-18-oz-id-00017252500189
"Manischewitz Kosher Coarse Sea Salt, 64 oz
Open Product Description",$5.39,00072700001861,https://www.shoprite.com/sm/planning/rsid/218/product/manischewitz-kosher-coarse-sea-salt-64-oz-id-00072700001861
"Tuscanini Extra Virgin Olive Oil, 25.3 fl oz
Open Product Description",$21.99,00710069304055,https://www.shoprite.com/sm/planning/rsid/218/product/tuscanini-extra-virgin-olive-oil-253-fl-oz-id-00710069304055
"Achva Vanilla Flavored Sesame Halva, 16 oz
Open Product Description",$5.29,00857531000050,https://www.shoprite.com/sm/planning/rsid/218/product/achva-vanilla-flavored-sesame-halva-16-oz-id-00857531000050
"Lieber's Sriracha Hot Chili Sauce, 16 oz
Open Product Description",$5.29,00043427007801,https://www.shoprite.com/sm/planning/rsid/218/product/liebers-sriracha-hot-chili-sauce-16-oz-id-00043427007801
